Gender	Weight	Height
Male	165.8506477849	65.8062482914
Male	185.6627413239	71.4437056615
Male	178.2818007299	68.4644058223
Male	150.9790512501	63.987924605
Male	209.9293234305	71.0018976858
Male	174.1578043415	68.1397241926
Male	179.8789771023	68.3954002481
Male	167.7471412476	68.096219745
Male	183.0446603721	68.1405903559
Male	169.5568207822	68.8600903087
Male	173.4316726604	66.1488525422
Male	180.8895546094	66.206032053
Male	183.5089328547	67.4321202147
Male	205.9779101657	69.4711060312
Male	183.7598451926	70.5158596943
Male	201.9544954667	71.33837604
Male	216.1200947369	71.0019447674
Male	159.3903237442	66.2023477063
Male	210.3364246619	72.5433070454
Male	178.61835016	67.479351758
Male	146.7397976358	65.3504105558
Male	195.9370149743	70.8440624209
Male	170.175853813	69.9384752593
Male	169.6540541212	64.739815483
Male	198.3786936436	69.3084028804
Male	179.907716916	68.8384628599
Male	147.2636865016	61.9373232677
Male	176.9842511213	68.5933355351
Male	185.4677883732	65.2185755781
Male	177.4938023389	64.333648107
Male	169.8274774196	68.7489067017
Male	198.5816982498	72.4896554004
Male	203.3503392748	67.2339309183
Male	193.2176726874	67.2636048433
Male	178.1349451788	65.1185042832
Male	162.7795834047	66.2628200382
Male	159.2865105989	67.7016796596
Male	172.1143119512	65.5306959667
Male	201.8370425949	69.8689698092
Male	170.3523295506	68.4818753647
Male	205.3897607086	72.2139633457
Male	169.7877680759	68.1795326941
Male	200.4373105287	71.9812065429
Male	178.5889540372	66.0651367327
Male	168.0140297383	66.6561641698
Male	177.7664258399	67.5994241953
Male	193.2776239995	68.2459440938
Male	162.3795406396	64.8086214407
Male	183.3838243915	67.4922182698
Male	181.0560952854	68.1807307069
Male	210.8717989571	69.5533849029
Male	165.568499073	66.4022496684
Male	196.1484498462	66.5921571147
Male	202.0464251519	71.9358865828
Male	170.4136024964	68.2870417279
Male	201.9480852966	69.9554511952
Male	193.3869845528	71.8511291454
Male	179.8556896152	65.7554986407
Male	156.4899349982	67.031852079
Male	235.03541882	76.7098348579
Male	230.5605349597	72.5711213713
Male	203.8956549864	69.7288048974
Male	218.216396639	72.7992240046
Male	222.6671779215	72.5393540719
Male	208.4748658906	72.2947433844
Male	180.7797800138	67.2533248159
Male	231.9247485091	75.944460376
Male	170.5938581045	66.3162319187
Male	188.2714562883	71.15605349
Male	196.0615291634	71.1922022869
Male	214.6035841704	72.1975120072
Male	224.1242713296	75.1408214339
Male	158.5793973234	64.4115293597
Male	166.5011147453	64.7344243581
Male	160.1406156224	63.414587138
Male	176.1726342546	67.8486652336
Male	174.4852946665	65.9317848288
Male	193.9064987989	70.9665504363
Male	186.9916067068	67.5807472773
Male	173.5957960995	68.5892704379
Male	193.346560304	70.3247534442
Male	208.4365090382	72.3944804051
Male	206.0329778008	70.8208567145
Male	172.5752309571	65.903301261
Male	232.6354028474	74.7953750218
Male	177.2401454954	67.6809190343
Male	175.6466902142	67.1559627687
Male	212.6261022886	71.7748412248
Male	166.9692040097	64.665231945
Male	196.4144152751	68.1227683624
Male	165.4312422256	66.7869272395
Male	176.5658185577	66.8058498367
Male	174.6520347158	67.886013798
Male	195.2375293011	69.1735769192
Male	205.6844383963	70.2249233264
Male	158.3414423605	64.8557991776
Male	169.0810082739	67.8210932715
Male	135.6558758658	63.4402474671
Male	218.1574694507	71.8484348479
Male	155.899541329	66.7280736471
Male	201.5281774305	71.9683056521
Male	235.9260606487	76.0213474761
Male	195.3926175775	71.4761012826
Male	176.6361635674	67.3698086449
Male	198.4602486001	70.5552437595
Male	185.7169100237	69.8671012814
Male	177.3477798185	67.9475700422
Male	215.7597035238	74.1045588637
Male	187.0224203016	69.1678362995
Male	171.5878843169	66.5572285727
Male	172.8398090781	66.7016049901
Male	168.2802868939	67.2460649544
Male	163.8204889278	69.051385485
Male	190.0234341805	70.6727471767
Male	156.8699516687	65.4989951214
Male	172.6064825596	65.1872208536
Male	169.0639829949	67.5681430061
Male	231.3745081172	73.8153856882
Male	207.2504767517	71.6065642084
Male	172.152772178	67.7247492359
Male	199.8277580228	68.2311319522
Male	168.0904122158	65.9294217101
Male	197.8196148333	71.5484957097
Male	196.8923150407	69.164381122
Male	180.2217801023	68.597659324
Male	189.1340124359	71.0575108858
Male	158.42271732	63.6440595815
Male	208.9226826559	71.1824553956
Male	187.1411194534	66.1286731698
Male	157.5824315352	65.0573731151
Male	181.6444449839	68.0913743588
Male	204.7466781748	70.993143899
Male	231.1301897593	74.2211748776
Male	186.2584296144	69.3271181796
Male	181.0938696389	64.9313421941
Male	198.9209796678	68.3468423145
Male	203.3704632159	70.9291250845
Male	161.0287521419	61.4778092016
Male	189.8066818422	68.4908127185
Male	200.2028285066	72.0498898708
Male	221.8626503085	72.5216670258
Male	214.0601482209	71.2339113933
Male	201.7014216174	72.2591151863
Male	187.1870936322	67.5650399046
Male	196.5274668959	72.267606995
Male	151.7207037293	62.6002479976
Male	167.2975302511	66.2364372918
Male	198.8436959646	69.6504374124
Male	178.7895479819	69.2859214062
Male	193.539252116	70.7252787374
Male	197.7379050223	68.82861496
Male	184.461811521	66.0144282335
Male	155.1947716869	66.4148820604
Male	160.9919898712	66.6156243917
Male	189.0844617351	68.0348217821
Male	172.9857771462	70.5023980441
Male	195.8952568572	69.1577294931
Male	215.7464553052	70.7950226136
Male	166.7073730594	65.1943771233
Male	239.4643429027	74.7857143191
Male	184.2792458331	71.0669062762
Male	199.9838909065	69.334197786
Male	191.4122311327	69.8992039506
Male	169.1094014178	64.4251937918
Male	194.744522494	67.8521306986
Male	183.2665331179	67.549069488
Male	210.3699087098	74.7674468449
Male	198.0424838899	71.4189459864
Male	172.6640903751	67.1203443862
Male	197.0708561579	69.859587912
Male	190.5058100396	68.4308133914
Male	184.5554831053	67.933482607
Male	179.9298166479	68.4953431553
Male	159.5032197654	65.2441434107
Male	197.8845070712	70.185352047
Male	217.2696051983	71.1041331645
Male	187.9074259866	68.4475785431
Male	176.8616842379	65.4205768241
Male	185.1482021018	67.7007881137
Male	223.3080403045	74.2230630621
Male	206.9429817761	71.1672458709
Male	171.016940601	67.23077189
Male	175.2228479654	67.8805591937
Male	173.3103955519	67.3763754685
Male	181.125973502	68.761246929
Male	202.609008338	71.705272501
Male	199.8509200488	69.3809947927
Male	223.5147223443	73.7165276342
Male	219.2617066668	69.4533762078
Male	211.2160809235	70.7862898094
Male	200.7989829674	71.7684637369
Male	208.8097753376	69.3434539586
Male	161.4200816585	65.2860255086
Male	207.8359445618	70.9218444138
Male	180.8312377555	68.5966626864
Male	176.8154762097	68.6037964329
Male	194.6037685027	69.4787441198
Male	163.0084316533	65.930896215
Male	173.2706571548	68.523345298
Male	215.6200354272	73.9291241262
Male	210.134529042	71.1979378222
Male	185.042324085	66.556586873
Male	187.9653553595	71.7422762292
Male	188.1811248482	69.7448293317
Male	179.5420171432	66.7506541257
Male	211.7184289617	69.6924222572
Male	197.6921420835	70.4035168308
Male	186.287991991	69.0197361099
Male	166.1060724374	64.7322871553
Male	188.8117699769	70.9980744409
Male	161.378773212	64.4598142531
Male	193.4762588312	69.749522583
Male	189.2822460998	71.5268488122
Male	207.784924645	68.327915864
Male	199.3230942593	70.7647201641
Male	209.8582566047	71.4190496342
Male	180.1754727639	69.3904740949
Male	196.2144144814	72.0017322178
Male	189.4388403515	69.1914749733
Male	165.5146074331	66.1663632832
Male	182.3943346924	67.2721429952
Male	189.5576374601	70.9158354035
Male	189.6259140763	69.1198877897
Male	170.1913254292	67.4090258713
Male	216.0974547198	72.9386490402
Male	177.0677743508	70.490928696
Male	196.051188755	69.0082594619
Male	167.7004962313	66.7621099176
Male	179.6078700511	69.1206637295
Male	220.6614050938	73.1262671879
Male	164.2952412526	67.4868238954
Male	156.5447863495	64.955078335
Male	183.6810290381	67.782489075
Male	170.3054934905	67.662398796
Male	168.6272639128	66.4763970065
Male	209.6379744894	72.987070201
Male	195.3460269704	69.5632322772
Male	194.3226013602	71.0035601395
Male	219.3679167472	69.9156373621
Male	205.1617482864	71.697141788
Male	178.8826336657	67.6499408575
Male	181.7249314658	68.2955545645
Male	203.5603338361	68.6872556737
Male	165.1558986834	68.9157716453
Male	197.9314295503	68.9608796728
Male	173.2840330133	67.2472352042
Male	183.9477889	68.9158636411
Male	139.5340469401	65.8385445036
Male	160.1885313441	64.6710755478
Male	163.6040021919	66.2958977236
Male	193.9551074438	67.0975857472
Male	189.8933424944	66.9982897328
Male	184.2239320437	70.9619709026
Male	190.7955421696	68.4208722048
Male	188.2006793809	67.6525275866
Male	226.2077798694	75.6201931583
Male	197.8793731049	70.5492420222
Male	190.5134869036	68.8908389093
Male	176.2465834363	68.2845319195
Male	177.7270944984	64.9950782592
Male	173.6915921942	65.5757715427
Male	210.4636875406	69.3060882403
Male	170.1005633182	65.7047154222
Male	173.459891806	67.8039910103
Male	184.9366903226	69.2161473119
Male	194.2869459473	68.0150060089
Male	149.1496848377	61.9269489434
Male	192.4707695606	67.2663627156
Male	179.7508079824	67.6768218539
Male	202.8632930321	69.970903616
Male	163.3573315189	65.3134615369
Male	217.0277146437	71.9060054406
Male	183.1612324557	66.2339040422
Male	166.5836105075	65.8149428242
Male	205.2508891511	72.844947855
Male	189.703088824	70.9494434526
Male	218.5863363974	71.3438076277
Male	203.1394330256	71.055664158
Male	139.9050703154	61.9255472948
Male	196.2938058749	68.7624575579
Male	179.9370111672	67.5839414256
Male	164.1459223974	67.3616946689
Male	168.1748643707	65.8791565563
Male	189.7425419036	68.6947621511
Male	195.1703914989	69.5348615536
Male	190.4679587792	66.6346908283
Male	204.426598301	69.8099015737
Male	196.1516228236	68.6798736853
Male	209.6707738792	71.6151787503
Male	190.9334004899	69.6897953335
Male	197.9448323621	70.9010863653
Male	186.7803378496	68.0058139923
Male	188.6638321178	70.6157439784
Male	176.3766427661	71.5711941576
Male	209.3294833694	73.012863263
Male	136.1678657242	60.7481178675
Male	190.935182501	69.0821196255
Male	191.445654281	69.338737628
Male	184.9382299108	67.7571377116
Male	232.3134709695	76.0270818631
Male	201.7788539504	72.2276161601
Male	188.3288070615	68.921041345
Male	174.6556972502	65.3349276808
Male	183.9433387552	65.9324034518
Male	187.5174420175	70.4666893102
Male	213.8474528722	73.1810436211
Male	175.2195187957	68.5508796865
Male	169.5448054454	68.5294082503
Male	144.5919224212	63.5964554205
Male	175.6791901767	67.1442412278
Male	197.1984015611	70.8163706159
Male	222.9259166993	73.5302848078
Male	165.4045453377	66.1410689194
Male	170.4172312133	67.9068497484
Male	216.6339996877	71.4333758216
Male	173.7075042367	67.112679798
Male	217.8960397423	73.2839179656
Male	161.0131458389	63.6725831541
Male	193.7563257989	69.2253203014
Male	177.1191607254	69.6701240249
Male	204.8274497379	70.4854481657
Male	176.7318924789	69.0046778667
Male	192.761885655	68.4578940081
Male	166.9610204734	66.0247337825
Male	186.7379955483	69.3181691253
Male	188.5061787107	69.0777405647
Male	208.3614918129	73.5622703668
Male	161.495814308	66.0876888866
Male	214.9664591998	73.5259843332
Male	205.1334354987	69.6790602157
Male	183.19730684	66.6767811169
Male	208.8950442859	72.9616654677
Male	207.9255765452	68.2468721445
Male	210.6638278121	71.9566258887
Male	204.2728377454	71.0586333491
Male	195.1987301073	66.9769499483
Male	190.6860225301	68.4780020757
Male	199.6353265785	71.2844413913
Male	166.8215473459	64.980456291
Male	178.7975089751	66.7618838734
Male	185.7721575059	68.7661617239
Male	193.7549909361	68.9925435672
Male	228.8005160941	71.2951945956
Male	192.3497017124	69.0494784004
Male	175.9834911376	66.5414820163
Male	176.1412391639	68.5155234451
Male	177.4825249084	67.4597153132
Male	201.7607768827	71.3573824127
Male	176.8430799262	68.5904060417
Male	185.5242603516	69.7360867069
Male	188.0410290206	69.833857067
Male	189.3844382925	72.4105857637
Male	166.0967440205	65.4345968679
Male	170.2501786536	66.2676567702
Male	212.80425896	69.9743008733
Male	196.1455062085	71.2091942237
Male	202.2790696793	69.9374001925
Male	201.332006891	71.386022193
Male	158.4540944464	64.5887816699
Male	174.4894862641	68.7929844159
Male	183.7833826853	68.4457467281
Male	188.1035061127	69.2015781221
Male	176.1934298238	69.4260173089
Male	194.2007118759	69.6062252014
Male	194.1995088714	72.8817069731
Male	145.8988423738	62.1783312218
Male	191.8337091737	68.8747066201
Male	209.8535536407	71.0800835586
Male	201.2614643916	72.1825341217
Male	208.7818533875	72.062754978
Male	182.6734053877	67.3800578934
Male	166.435068827	67.934634533
Male	193.3935426145	70.8019302593
Male	178.4481797342	65.5491212719
Male	205.9417906715	70.1912244815
Male	199.2098424412	71.7789953683
Male	192.0295665716	68.1302884152
Male	175.2608644294	68.3594825628
Male	170.0064451045	66.0903570132
Male	205.3475962061	71.5801231388
Male	196.0432950717	73.5366677229
Male	208.1452566457	71.1155318413
Male	202.8907578257	70.7943025458
Male	188.595023951	71.7290604847
Male	162.4297274487	63.1965303694
Male	182.8523990973	68.1011134091
Male	157.3174613643	65.8560997292
Male	178.6759920675	68.3464565014
Male	187.2174859317	69.56022893
Male	171.6209665705	68.7283040728
Male	200.5341783042	70.1582776521
Male	193.9273604102	68.9233366539
Male	155.4897289646	64.300174198
Male	192.5279049595	70.4556330558
Male	159.8624674006	68.6240631903
Male	176.2592743978	69.6647517446
Male	171.7089262736	69.0588845405
Male	181.7096189322	67.2269862253
Male	171.386659244	66.115799695
Male	179.1320245979	68.6173873457
Male	187.4693713912	69.2490128135
Male	182.0045223025	69.6419061836
Male	214.474035549	72.7970283571
Male	208.5264269755	75.0439950722
Male	190.221992861	70.9726841309
Male	217.1437904933	74.3880124252
Male	156.0738985152	64.3621638717
Male	206.3851911448	71.3270010663
Male	178.1527814335	67.1720244421
Male	228.8383958011	74.4016718853
Male	174.4733628929	63.8679209596
Male	164.2149025819	68.8859917669
Male	212.1572757001	72.1319902244
Male	206.0149398081	68.4037261693
Male	167.4335329845	65.0926563919
Male	195.2186396961	69.2296791159
Male	209.175489088	71.9477882649
Male	182.3012855847	67.4629906554
Male	190.185146912	69.3129086423
Male	160.3449038744	63.7310481677
Male	129.3010237667	60.6798174028
Male	195.6263190575	70.6633230772
Male	186.7514169415	67.5940311256
Male	227.5006450683	74.6495078833
Male	197.1875320313	70.467078854
Male	209.5562827193	71.9440105193
Male	209.7592720668	74.0257508103
Male	220.4367863795	70.7822281622
Male	169.207936994	64.727256961
Male	185.8456167799	68.3830240802
Male	192.6914931169	71.4692208023
Male	177.0260877819	66.9444537376
Male	199.9473830589	70.7969790042
Male	168.7102902502	65.2924347799
Male	123.5281430202	61.754009829
Male	160.2422382087	62.480671309
Male	197.0826110422	67.8056798702
Male	161.9709375533	69.5259942798
Male	201.6550559382	72.5007566339
Male	194.7861983251	70.4852947444
Male	162.5654067339	66.6897359932
Male	175.8109677131	71.2919175837
Male	209.3793101858	71.796767198
Male	204.4603316173	73.0563442505
Male	210.8690841789	68.8533543683
Male	169.3262841918	66.0454438575
Male	223.3261049504	73.9859014156
Male	192.9468910789	69.2516178781
Male	172.9048014476	69.3406572152
Male	191.5721535555	70.9762649668
Male	157.1195444595	63.5612776252
Male	182.7954943218	69.770150952
Male	151.8869422497	65.1884775622
Male	193.341082818	69.9789408199
Male	185.4279701391	69.7505971518
Male	195.3823107605	71.1714311524
Male	174.1968873014	70.5720017829
Male	164.64981394	65.6510895191
Male	163.8450013286	67.1384141393
Male	174.7199581056	65.9180869418
Male	212.9005559954	73.7866364435
Male	172.7942606111	67.7372513405
Male	171.9803312611	65.5440762535
Male	195.9234164984	71.2139125657
Male	174.8153485131	65.5923540298
Male	174.5668558417	65.6675544807
Male	140.277749662	61.9727358786
Male	215.5597032519	73.8999386864
Male	215.8582339014	72.342183642
Male	184.2438603485	70.3116943409
Male	168.2021671276	67.1155643547
Male	151.384618198	65.9324817644
Male	185.9701608516	67.2277450208
Male	203.2417318027	70.1143436294
Male	223.945670278	74.8414997197
Male	148.4721858535	64.5273026255
Male	207.1946472946	70.0512546906
Male	205.1930617608	71.8331687753
Male	209.4224842752	72.8367396944
Male	199.1669286789	73.3018657467
Male	165.0646095455	66.3931924474
Male	180.7605348232	66.5151619602
Male	202.2987601517	69.2728126084
Male	195.2619902961	68.2319539277
Male	184.2326617449	70.4138690343
Male	188.4537596712	69.7268852052
Male	157.2050253022	65.5107338906
Male	196.5523243152	69.137269357
Male	208.3661793286	73.6661887961
Male	158.184985697	65.8927525258
Male	184.5984279557	68.3544289583
Male	197.9075211498	70.4247305296
Male	202.8672366689	72.0802011466
Male	199.0807789874	71.7111247853
Male	156.2239584659	65.7291618715
Male	168.2995379774	63.8983381992
Male	201.5106880974	70.316009712
Male	174.5848799395	65.7887297928
Male	196.9307920286	69.8274641852
Male	197.7567703194	68.3311500918
Male	165.6432833052	67.7415892669
Male	232.886117052	75.0338894407
Male	192.732404677	73.4040585211
Male	192.1816687371	69.5547618794
Male	157.1292771983	64.539039784
Male	163.4952025668	67.5467614711
Male	205.1575779907	73.0964779849
Male	171.4285918857	66.5539810727
Male	208.9645835613	73.9916041889
Male	209.7591140324	70.8626880592
Male	206.2604577598	71.5687336967
Male	177.2116965981	65.8383911344
Male	211.7162538109	70.2755336626
Male	149.5148391703	61.7735219954
Male	220.3363668867	74.8249453075
Male	192.4279136134	71.6051458475
Male	163.386512747	67.2601035772
Male	199.7783726399	70.9241944325
Male	218.583687985	75.0596686484
Male	223.206451566	73.1008762423
Male	217.9518826059	70.6619920308
Male	171.2077788986	67.1446673494
Male	147.5379561553	67.1231534297
Male	170.0371862512	69.5249439626
Male	160.8360744526	65.2246916634
Male	185.1277354696	68.4104628206
Male	177.0833881751	68.7634636962
Male	188.8840968188	67.9368688125
Male	159.2448861809	69.2378286912
Male	188.0792760462	68.4657239181
Male	150.9606195705	65.6942935969
Male	172.3258811785	69.4309980464
Male	166.3638186925	66.1353914166
Male	186.3398243708	70.8770481302
Male	187.658379143	65.9730649995
Male	163.8801985253	64.9391154197
Male	196.9495063689	68.3686033212
Male	189.7073987808	69.5255513063
Male	188.9748473089	66.4556021398
Male	177.343917682	69.4745817617
Male	184.130431971	68.7300987032
Male	221.2400957627	73.7812744801
Male	217.8823463949	76.5018833406
Male	199.1827629525	71.2257019249
Male	164.5003666207	64.5062104482
Male	163.2698893158	66.5038149399
Male	187.6248203391	69.2104130404
Male	150.3466584567	63.5463697192
Male	202.7071023728	69.7311284329
Male	181.7248365282	68.6082084642
Male	206.5908566931	71.4641302479
Male	203.9854154876	69.5094880015
Male	231.6086709422	73.759635742
Male	195.1899301564	68.2777867627
Male	200.2900044741	72.4546334226
Male	195.3530574972	70.7691932704
Male	188.0988373004	70.4521407449
Male	194.6597697745	68.9040988534
Male	197.4120913552	69.2384271869
Male	156.4163421923	67.2778472839
Male	207.7685349749	71.4637646916
Male	171.9211499334	68.8406335127
Male	216.9232911918	71.4059647137
Male	190.5853767533	70.1448740733
Male	206.1198391855	70.6796910336
Male	201.1088922948	68.5411160546
Male	206.5940587503	71.4347269121
Male	158.9871860848	65.2208204814
Male	208.2235661399	70.7731514183
Male	187.8120618663	69.7600947895
Male	168.3494567985	63.9625306846
Male	196.8350516622	70.304163269
Male	205.5218857952	70.3168492217
Male	164.5743912918	67.4054078779
Male	167.1915271962	67.1215030537
Male	168.9973239208	68.3775798869
Male	184.2198181546	69.5782389725
Male	168.1533262199	62.532253284
Male	184.1194152872	69.3368215259
Male	172.1754663127	66.7874672788
Male	218.6046972889	75.3912922303
Male	189.6582737752	70.2136290842
Male	196.7599362038	71.1035636159
Male	181.7231931809	69.7938878918
Male	175.3891517608	66.4718444604
Male	208.7104385852	70.7137140881
Male	162.6749751833	63.6187172861
Male	191.3188108345	70.5492797174
Male	192.6726758241	67.4028210941
Male	213.3377733088	71.4351749033
Male	187.402530931	68.593405136
Male	203.4482730046	71.4523265353
Male	189.9854788288	70.6987899472
Male	197.3070585829	71.3914644848
Male	193.3599469935	70.4856431656
Male	226.7010229323	74.4081878557
Male	185.1881380406	63.400423229
Male	171.329108454	68.3997191188
Male	175.1243663317	67.4298541805
Male	196.2211134901	70.8119999651
Male	194.7523536981	67.1102710066
Male	184.4684504017	67.7282199002
Male	179.5567898919	68.5508321853
Male	192.6056385652	68.6194849726
Male	197.3412471763	70.6057610101
Male	164.175700819	67.0867812194
Male	167.3277027577	65.3117081851
Male	185.8665842886	69.9241467519
Male	193.9817476114	68.3646348846
Male	205.8639345184	70.8698049234
Male	235.4379660814	76.0123000123
Male	176.9667278792	67.9659678054
Male	199.0264276238	69.7650874422
Male	200.70405166	69.5686723852
Male	213.9785965807	71.5600187425
Male	201.6633373213	70.9580492705
Male	144.1320268509	65.4409223112
Male	202.6031880305	70.9761245176
Male	183.9580891534	67.992851242
Male	199.5684410283	70.5185150906
Male	176.0454070115	69.1091914383
Male	194.9325685265	71.6055730997
Male	203.518326493	69.8895585818
Male	166.6846487515	66.456898775
Male	207.5085426116	70.2913541844
Male	152.8529747188	62.6199652024
Male	146.2308047424	66.6216818319
Male	156.7613371388	65.3502881768
Male	209.9649431852	71.6067398889
Male	183.9021104391	69.4129144288
Male	200.7968544761	69.893813593
Male	164.2156391836	65.6659585641
Male	154.6410416088	64.4082732512
Male	189.4492404664	68.6268858348
Male	176.5948885605	69.6002826443
Male	173.27221779	67.4532312428
Male	185.253109882	68.169994598
Male	203.8110909428	69.5536140361
Male	182.0516903297	65.7472979879
Male	201.7037780192	73.122393151
Male	177.8426553422	66.6209260032
Male	202.6281960936	69.1459089866
Male	186.2254307251	65.9657950477
Male	185.4540072296	67.2032664163
Male	175.8444850448	65.4539571709
Male	209.5878005076	73.0300920269
Male	179.3708560177	68.3172449023
Male	165.3682764693	66.3342814592
Male	198.2629703271	72.3619834818
Male	184.9318041997	67.71742749
Male	200.2479961911	70.4775913017
Male	199.4439889864	71.1629916474
Male	202.3322157312	69.3547795616
Male	201.9937280236	70.097237645
Male	197.3587607107	69.2972916961
Male	157.0035436658	63.3099692849
Male	183.3433272424	67.8872298891
Male	203.023116064	73.202969901
Male	193.9260341925	73.1411550986
Male	195.601365349	70.8959825454
Male	214.8539252715	72.1426926654
Male	184.1471888344	72.1327778675
Male	193.7432599811	71.2066187431
Male	170.1094996284	66.2521505114
Male	205.6996211164	72.3415887743
Male	166.2635001153	68.0689221118
Male	198.4067338067	71.3973089137
Male	169.6752602958	65.7260320477
Male	160.0502852512	67.1104474204
Male	204.93776015	72.2150349076
Male	147.901820044	63.0097830848
Male	180.9498233601	69.569155212
Male	217.8372447621	70.4040016797
Male	189.3616397926	68.030215597
Male	176.09028934	69.7779103181
Male	130.2772748508	62.0786351862
Male	159.3191150733	65.8344196799
Male	191.9681778747	70.7809360392
Male	182.1541391592	69.5714302095
Male	188.351725669	67.3270648125
Male	191.7600017925	67.8146018831
Male	162.7669683305	66.682242767
Male	197.596213071	69.6397087491
Male	182.5898440942	64.7742374037
Male	200.0071608517	73.9629410746
Male	184.4095200024	67.9333838365
Male	165.4897680018	66.7700394703
Male	176.6521792259	68.9363575757
Male	228.8729906377	76.4345587137
Male	180.3509243905	68.9961453682
Male	225.9722183218	73.5018396238
Male	189.8166449003	69.6031034025
Male	202.2620741387	72.0673799857
Male	178.9187142087	70.4892245365
Male	167.0442331155	67.0348505612
Male	172.6376115367	66.1841084963
Male	179.9625087901	68.6942095017
Male	160.1474361279	66.6532337437
Male	178.3924825582	69.8386570783
Male	154.5886895859	66.2450648071
Male	208.8488464954	72.8110316093
